feature,dtype,missing_count,missing_percent,unique_values,dictionary_category,unit,dictionary_data_type,description,example,uniqueness_ratio,high_missing_flag,high_cardinality_flag,decision,decision_reason,deep_review_status,final_decision,notes
d1_hco3_min,float64,15071,16.43278488327718,255,labs,,numeric,The lowest bicarbonate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,30,0.002780412809525367,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_hemaglobin_max,float64,12147,13.244578195021424,105,labs,g/dL,numeric,The highest hemoglobin concentration for the patient during the first 24 hours of their unit stay,10,0.0011448758627457395,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_hemaglobin_min,float64,12147,13.244578195021424,115,labs,g/dL,numeric,The lowest hemoglobin concentration for the patient during the first 24 hours of their unit stay,10,0.0012539116591977146,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_hematocrit_max,float64,11654,12.707031718513187,312,labs,Fraction,numeric,"The highest volume proportion of red blood cells in a patient's blood during the first 24 hours of their unit stay, expressed as a fraction",0.4,0.0034019168493016256,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_hematocrit_min,float64,11654,12.707031718513187,340,labs,Fraction,numeric,"The lowest volume proportion of red blood cells in a patient's blood during the first 24 hours of their unit stay, expressed as a fraction",0.4,0.003707217079367156,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_inr_max,float64,57941,63.17643082223894,481,labs,micromol/L,numeric,The highest international normalized ratio for the patient during the first 24 hours of their unit stay,1,0.005244621809340006,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_inr_min,float64,57941,63.17643082223894,393,labs,micromol/L,numeric,The lowest international normalized ratio for the patient during the first 24 hours of their unit stay,1,0.004285106800562624,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_lactate_max,float64,68396,74.57612334129294,704,labs,mmol/L,numeric,The highest lactate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,1,0.007676120070219053,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_lactate_min,float64,68396,74.57612334129294,486,labs,mmol/L,numeric,The lowest lactate concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,1,0.005299139707565994,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_platelets_max,float64,13444,14.658772475003545,559,labs,10^9/L,numeric,The highest platelet count for the patient during the first 24 hours of their unit stay,200,0.006095101021665413,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_platelets_min,float64,13444,14.658772475003545,540,labs,10^9/L,numeric,The lowest platelet count for the patient during the first 24 hours of their unit stay,200,0.00588793300840666,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_potassium_max,float64,9585,10.45108108992182,100,labs,mmol/L,numeric,The highest potassium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,3.8,0.0010903579645197517,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_potassium_min,float64,9585,10.45108108992182,116,labs,mmol/L,numeric,The lowest potassium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,3.8,0.001264815238842912,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_sodium_max,float64,10195,11.11619944827887,71,labs,mmol/L,numeric,The highest sodium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,145,0.0007741541548090238,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_sodium_min,float64,10195,11.11619944827887,138,labs,mmol/L,numeric,The lowest sodium concentration for the patient in their serum or plasma during the first 24 hours of their unit stay,145,0.0015046939910372576,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_wbc_max,float64,13174,14.364375824583211,3098,labs,10^9/L,numeric,The highest white blood cell count for the patient during the first 24 hours of their unit stay,10,0.033779289740821915,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
d1_wbc_min,float64,13174,14.364375824583211,2774,labs,10^9/L,numeric,The lowest white blood cell count for the patient during the first 24 hours of their unit stay,10,0.030246529935777915,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
h1_albumin_max,float64,83824,91.39816601790368,37,labs,,numeric,The lowest albumin concentration of the patient in their serum during the first hour of their unit stay,30,0.00040343244687230816,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_albumin_min,float64,83824,91.39816601790368,37,labs,g/L,numeric,The lowest albumin concentration of the patient in their serum during the first hour of their unit stay,30,0.00040343244687230816,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_bilirubin_max,float64,84619,92.26500059969688,181,labs,micromol/L,numeric,The highest bilirubin concentration of the patient in their serum or plasma during the first hour of their unit stay,20,0.0019735479157807507,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_bilirubin_min,float64,84619,92.26500059969688,181,labs,micromol/L,numeric,The lowest bilirubin concentration of the patient in their serum or plasma during the first hour of their unit stay,20,0.0019735479157807507,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_bun_max,float64,75091,81.87606991375269,258,labs,mmol/L,numeric,The highest blood urea nitrogen concentration of the patient in their serum or plasma during the first hour of their unit stay,5,0.0028131235484609596,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_bun_min,float64,75091,81.87606991375269,258,labs,mmol/L,numeric,The lowest blood urea nitrogen concentration of the patient in their serum or plasma during the first hour of their unit stay,5,0.0028131235484609596,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_calcium_max,float64,75863,82.71782626236194,59,labs,mmol/L,numeric,The highest calcium concentration of the patient in their serum during the first hour of their unit stay,2.5,0.0006433111990666536,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_calcium_min,float64,75863,82.71782626236194,62,labs,mmol/L,numeric,The lowest calcium concentration of the patient in their serum during the first hour of their unit stay,2.5,0.0006760219380022461,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_creatinine_max,float64,74957,81.72996194650703,784,labs,micromol/L,numeric,The highest creatinine concentration of the patient in their serum or plasma during the first hour of their unit stay,70,0.008548406441834855,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_creatinine_min,float64,74957,81.72996194650703,777,labs,micromol/L,numeric,The lowest creatinine concentration of the patient in their serum or plasma during the first hour of their unit stay,70,0.008472081384318472,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_glucose_max,float64,52614,57.36809394524223,601,labs,mmol/L,numeric,The highest glucose concentration of the patient in their serum or plasma during the first hour of their unit stay,5,0.006553051366763709,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_glucose_min,float64,52614,57.36809394524223,588,labs,mmol/L,numeric,The lowest glucose concentration of the patient in their serum or plasma during the first hour of their unit stay,5,0.006411304831376141,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hco3_max,float64,76094,82.969698952166,214,labs,mmol/L,numeric,The highest bicarbonate concentration for the patient in their serum or plasma during the first hour of their unit stay,30,0.0023333660440722688,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hco3_min,float64,76094,82.969698952166,198,labs,,numeric,The lowest bicarbonate concentration for the patient in their serum or plasma during the first hour of their unit stay,30,0.002158908769749109,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hemaglobin_max,float64,73123,79.73024543957781,124,labs,g/dL,numeric,The highest hemoglobin concentration for the patient during the first hour of their unit stay,10,0.0013520438760044923,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hemaglobin_min,float64,73123,79.73024543957781,124,labs,g/dL,numeric,The lowest hemoglobin concentration for the patient during the first hour of their unit stay,10,0.0013520438760044923,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hematocrit_max,float64,73420,80.05408175504019,358,labs,Fraction,numeric,"The highest volume proportion of red blood cells in a patient's blood during the first hour of their unit stay, expressed as a fraction",0.4,0.0039034815129807116,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_hematocrit_min,float64,73420,80.05408175504019,361,labs,Fraction,numeric,"The lowest volume proportion of red blood cells in a patient's blood during the first hour of their unit stay, expressed as a fraction",0.4,0.0039361922519163045,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_inr_max,float64,57941,63.17643082223894,481,labs,micromol/L,numeric,The highest international normalized ratio for the patient during the first hour of their unit stay,1,0.005244621809340006,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_inr_min,float64,57941,63.17643082223894,393,labs,micromol/L,numeric,The lowest international normalized ratio for the patient during the first hour of their unit stay,1,0.004285106800562624,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_lactate_max,float64,84369,91.99241110856694,547,labs,mmol/L,numeric,The highest lactate concentration for the patient in their serum or plasma during the first hour of their unit stay,1,0.005964258065923042,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_lactate_min,float64,84369,91.99241110856694,536,labs,mmol/L,numeric,The lowest lactate concentration for the patient in their serum or plasma during the first hour of their unit stay,1,0.005844318689825869,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_platelets_max,float64,75673,82.51065824910319,544,labs,10^9/L,numeric,The highest platelet count for the patient during the first hour of their unit stay,200,0.00593154732698745,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_platelets_min,float64,75673,82.51065824910319,545,labs,10^9/L,numeric,The lowest platelet count for the patient during the first hour of their unit stay,200,0.005942450906632648,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_potassium_max,float64,72102,78.61698995780316,115,labs,mmol/L,numeric,The highest potassium concentration for the patient in their serum or plasma during the first hour of their unit stay,3.8,0.0012539116591977146,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_potassium_min,float64,72102,78.61698995780316,113,labs,mmol/L,numeric,The lowest potassium concentration for the patient in their serum or plasma during the first hour of their unit stay,3.8,0.0012321044999073197,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_sodium_max,float64,72617,79.17852430953081,99,labs,mmol/L,numeric,The highest sodium concentration for the patient in their serum or plasma during the first hour of their unit stay,145,0.0010794543848745544,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_sodium_min,float64,72617,79.17852430953081,113,labs,mmol/L,numeric,The lowest sodium concentration for the patient in their serum or plasma during the first hour of their unit stay,145,0.0012321044999073197,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_wbc_max,float64,75953,82.81595847916871,2075,labs,10^9/L,numeric,The highest white blood cell count for the patient during the first hour of their unit stay,10,0.02262492776378485,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_wbc_min,float64,75953,82.81595847916871,2072,labs,10^9/L,numeric,The lowest white blood cell count for the patient during the first hour of their unit stay,10,0.02259221702484926,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_pco2_max,float64,59271,64.62660691505022,831,labs blood gas,Millimetres of mercury,numeric,The highest arterial partial pressure of carbon dioxide for the patient during the first 24 hours of their unit stay,40,0.009060874685159138,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_pco2_min,float64,59271,64.62660691505022,674,labs blood gas,Millimetres of mercury,numeric,The lowest arterial partial pressure of carbon dioxide for the patient during the first 24 hours of their unit stay,40,0.007349012680863127,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_ph_max,float64,60123,65.55559190082104,527,labs blood gas,,numeric,The highest arterial pH for the patient during the first 24 hours of their unit stay,7.4,0.005746186473019092,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_ph_min,float64,60123,65.55559190082104,624,labs blood gas,,numeric,The lowest arterial pH for the patient during the first 24 hours of their unit stay,7.4,0.006803833698603251,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_po2_max,float64,59262,64.61679369336953,2428,labs blood gas,Millimetres of mercury,numeric,The highest arterial partial pressure of oxygen for the patient during the first 24 hours of their unit stay,80,0.026473891378539574,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_arterial_po2_min,float64,59262,64.61679369336953,1822,labs blood gas,Millimetres of mercury,numeric,The lowest arterial partial pressure of oxygen for the patient during the first 24 hours of their unit stay,80,0.01986632211354988,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_pao2fio2ratio_max,float64,66008,71.97234852201979,5194,labs blood gas,Fraction,numeric,The highest fraction of inspired oxygen for the patient during the first 24 hours of their unit stay,0.21,0.056633192677155914,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
d1_pao2fio2ratio_min,float64,66008,71.97234852201979,4990,labs blood gas,Fraction,numeric,The lowest fraction of inspired oxygen for the patient during the first 24 hours of their unit stay,0.21,0.05440886242953562,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_pco2_max,float64,75959,82.82250062695583,779,labs blood gas,Millimetres of mercury,numeric,The highest arterial partial pressure of carbon dioxide for the patient during the first hour of their unit stay,40,0.008493888543608866,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_pco2_min,float64,75959,82.82250062695583,768,labs blood gas,Millimetres of mercury,numeric,The lowest arterial partial pressure of carbon dioxide for the patient during the first hour of their unit stay,40,0.008373949167511694,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_ph_max,float64,76424,83.32951708045752,561,labs blood gas,,numeric,The highest arterial pH for the patient during the first hour of their unit stay,7.4,0.0061169081809558075,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_ph_min,float64,76424,83.32951708045752,579,labs blood gas,,numeric,The lowest arterial pH for the patient during the first hour of their unit stay,7.4,0.006313172614569363,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_po2_max,float64,75945,82.80723561545256,1737,labs blood gas,Millimetres of mercury,numeric,The highest arterial partial pressure of oxygen for the patient during the first hour of their unit stay,80,0.01893951784370809,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_arterial_po2_min,float64,75945,82.80723561545256,1729,labs blood gas,Millimetres of mercury,numeric,The lowest arterial partial pressure of oxygen for the patient during the first hour of their unit stay,80,0.01885228920654651,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_pao2fio2ratio_max,float64,80195,87.44125696466149,3142,labs blood gas,Fraction,numeric,The highest fraction of inspired oxygen for the patient during the first hour of their unit stay,0.21,0.0342590472452106,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
h1_pao2fio2ratio_min,float64,80195,87.44125696466149,3122,labs blood gas,Fraction,numeric,The lowest fraction of inspired oxygen for the patient during the first hour of their unit stay,0.21,0.034040975652306654,True,False,INVESTIGATE,High missingness.,NOT_REVIEWED,,
apache_4a_hospital_death_prob,float64,7947,8.665074744038467,101,APACHE prediction,,numeric,"The APACHE IVa probabilistic prediction of in-hospital mortality for the patient which utilizes the APACHE III score and other covariates, including diagnosis.",0.31,0.0011012615441649493,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
apache_4a_icu_death_prob,float64,7947,8.665074744038467,99,APACHE prediction,,numeric,"The APACHE IVa probabilistic prediction of in ICU mortality for the patient which utilizes the APACHE III score and other covariates, including diagnosis",0.24,0.0010794543848745544,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
aids,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,Whether the patient has a definitive diagnosis of acquired immune deficiency syndrome (AIDS) (not HIV positive alone),1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
cirrhosis,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,"Whether the patient has a history of heavy alcohol use with portal hypertension and varices, other causes of cirrhosis with evidence of portal hypertension and varices, or biopsy proven cirrhosis. This comorbidity does not apply to patients with a functioning liver transplant.",1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
diabetes_mellitus,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,"Whether the patient has been diagnosed with diabetes, either juvenile or adult onset, which requires medication.",1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
hepatic_failure,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,"Whether the patient has cirrhosis and additional complications including jaundice and ascites, upper GI bleeding, hepatic encephalopathy, or coma.",1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
immunosuppression,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,"Whether the patient has their immune system suppressed within six months prior to ICU admission for any of the following reasons; radiation therapy, chemotherapy, use of non-cytotoxic immunosuppressive drugs, high dose steroids (at least 0.3 mg/kg/day of methylprednisolone or equivalent for at least 6 months).",1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
leukemia,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,"Whether the patient has been diagnosed with acute or chronic myelogenous leukemia, acute or chronic lymphocytic leukemia, or multiple myeloma.",1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
lymphoma,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,Whether the patient has been diagnosed with non-Hodgkin lymphoma.,1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
solid_tumor_with_metastasis,float64,715,0.7796059446316226,2,APACHE comorbidity,,binary,Whether the patient has been diagnosed with any solid tumor carcinoma (including malignant melanoma) which has evidence of metastasis.,1,2.1807159290395036e-05,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
apache_3j_bodysystem,str,1662,1.812174937031828,11,APACHE grouping,,string,Admission diagnosis group for APACHE III,Cardiovascular,0.0001199393760971727,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
apache_2_bodysystem,str,1662,1.812174937031828,10,APACHE grouping,,string,Admission diagnosis group for APACHE II,Respiratory,0.00010903579645197519,False,False,KEEP,No high-level exclusion or investigation rule triggered.,NOT_REVIEWED,,
